0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29
10 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 11 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 12 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 13 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 14 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 15 1 2 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 16 1 2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 17 1 2 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 18 1 2 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 19 1 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 20 1 2 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 21 1 2 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 22 1 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 23 1 2 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1 2 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 1 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1 2 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 1 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 1
580 18 33 50 69 90 113 138 165 194 225 258 293 330 369 410 453 498 545 552
